timestamp,pv_power_w,pv_voltage_v,pv_current_a,battery_soc_pct,battery_voltage_v,battery_current_a,controller_temp_c,battery_temp_c,load_power_w,load_voltage_v,load_current_a,temperature_c,cloud_cover_pct,direct_radiation_w_m2,diffuse_radiation_w_m2,sun_condition,charge_state,fault_text
2026-08-24T04:57:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T04:58:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T04:59:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:00:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:01:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:02:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,17.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:03:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:04:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:05:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:06:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:07:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:08:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:09:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:10:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:11:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:12:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:13:00Z,0,0.2,0.00,62,13.2,-1.36,17,19,18,13.2,1.36,16.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:14:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:15:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:16:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:17:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:18:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:19:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:20:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:21:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:22:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:23:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:24:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:25:00Z,0,0.2,0.00,61,13.2,-1.36,17,19,18,13.2,1.36,16.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:26:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:27:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:28:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:29:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:30:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:31:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:32:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:33:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:34:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:35:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:36:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:37:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:38:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:39:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:40:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:41:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:42:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:43:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:44:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:45:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:46:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:47:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:48:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:49:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,16.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:50:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:51:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:52:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:53:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:54:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:55:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.9,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:56:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:57:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:58:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T05:59:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:00:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.8,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:01:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:02:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:03:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:04:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:05:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.7,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:06:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:07:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:08:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:09:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:10:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:11:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.6,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:12:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:13:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:14:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:15:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:16:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:17:00Z,0,0.2,0.00,61,13.2,-1.36,16,18,18,13.2,1.36,15.5,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:18:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:19:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:20:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:21:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:22:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:23:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.4,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:24:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:25:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:26:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:27:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:28:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:29:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.3,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:30:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:31:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:32:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:33:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:34:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:35:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.2,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:36:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:37:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:38:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:39:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:40:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:41:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:42:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.1,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:43:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
2026-08-24T06:44:00Z,0,0.2,0.00,61,13.2,-1.36,15,17,18,13.2,1.36,15.0,10,0.0,0.0,NIGHT,DEACTIVATED,NONE
